9,104 0 4,0 4 9 16 23 41 93 104
12,26 34 71,12 14 18 26 31 34 38 43 54 61 71 85 99
31,38 61 14,12 14 18 26 31 34 38 43 54 61 71 85 99
50,69 24 59,11 24 50 59 63 69 97
36,42 82 80,36 42 80 82 90
25,33 103 109,1 25 33 37 45 89 103 105 109
42,90 80 36,36 42 80 82 90
6,39 106 100,2 6 13 15 32 39 47 60 64 100 106
76,95 113 96,17 20 27 56 62 65 70 76 87 95 96 113
103,105 25 37,1 25 33 37 45 89 103 105 109
102,3 98 81,3 5 10 40 52 72 74 81 84 98 102 107
63,24 11 69,11 24 50 59 63 69 97
80,82 90 42,36 42 80 82 90
31,18 61 14,12 14 18 26 31 34 38 43 54 61 71 85 99
81,10 3 52,3 5 10 40 52 72 74 81 84 98 102 107
109,33 89 105,1 25 33 37 45 89 103 105 109
16,0 23 93,0 4 9 16 23 41 93 104
1,25 45 103,1 25 33 37 45 89 103 105 109
107,72 40 74,3 5 10 40 52 72 74 81 84 98 102 107
90,36 82 80,36 42 80 82 90
67,46 83 58,28 46 49 53 58 67 73 83 88 114
91,66 48 112,44 48 57 66 75 86 91 92 110 112
95,17 76 96,17 20 27 56 62 65 70 76 87 95 96 113
74,40 72 5,3 5 10 40 52 72 74 81 84 98 102 107
50,69 59 11,11 24 50 59 63 69 97
104,23 9 0,0 4 9 16 23 41 93 104
92,44 112 110,44 48 57 66 75 86 91 92 110 112
13,106 39 64,2 6 13 15 32 39 47 60 64 100 106
13,60 32 39,2 6 13 15 32 39 47 60 64 100 106
50,11 63 69,11 24 50 59 63 69 97
81,102 98 52,3 5 10 40 52 72 74 81 84 98 102 107
23,16 41 0,0 4 9 16 23 41 93 104
4,16 93 23,0 4 9 16 23 41 93 104
77,21 68 22,7 8 21 22 51 68 77 78 108 111
35,29 79 94,19 29 30 35 55 79 94 101
4,93 0 41,0 4 9 16 23 41 93 104
77,111 8 51,7 8 21 22 51 68 77 78 108 111
24,63 59 50,11 24 50 59 63 69 97
48,112 75 110,44 48 57 66 75 86 91 92 110 112
86,112 91 110,44 48 57 66 75 86 91 92 110 112
59,97 24 50,11 24 50 59 63 69 97
51,8 68 77,7 8 21 22 51 68 77 78 108 111
52,3 107 10,3 5 10 40 52 72 74 81 84 98 102 107
37,1 105 25,1 25 33 37 45 89 103 105 109
55,101 29 35,19 29 30 35 55 79 94 101
9,4 104 23,0 4 9 16 23 41 93 104
68,51 111 8,7 8 21 22 51 68 77 78 108 111
77,8 78 22,7 8 21 22 51 68 77 78 108 111
10,52 72 102,3 5 10 40 52 72 74 81 84 98 102 107
101,79 35 19,19 29 30 35 55 79 94 101
21,111 22 51,7 8 21 22 51 68 77 78 108 111
76,20 27 17,17 20 27 56 62 65 70 76 87 95 96 113
49,83 73 67,28 46 49 53 58 67 73 83 88 114
46,49 73 83,28 46 49 53 58 67 73 83 88 114
4,23 41 16,0 4 9 16 23 41 93 104
41,93 0 4,0 4 9 16 23 41 93 104
59,11 24 97,11 24 50 59 63 69 97
42,90 80 36,36 42 80 82 90
45,103 37 109,1 25 33 37 45 89 103 105 109
9,4 41 104,0 4 9 16 23 41 93 104
77,111 78 22,7 8 21 22 51 68 77 78 108 111
90,42 82 80,36 42 80 82 90
63,59 97 11,11 24 50 59 63 69 97
37,105 1 33,1 25 33 37 45 89 103 105 109
39,60 32 6,2 6 13 15 32 39 47 60 64 100 106
58,88 46 67,28 46 49 53 58 67 73 83 88 114
77,51 8 21,7 8 21 22 51 68 77 78 108 111
18,14 54 85,12 14 18 26 31 34 38 43 54 61 71 85 99
78,108 77 22,7 8 21 22 51 68 77 78 108 111
73,53 58 114,28 46 49 53 58 67 73 83 88 114
48,44 66 75,44 48 57 66 75 86 91 92 110 112
35,30 55 94,19 29 30 35 55 79 94 101
109,33 25 103,1 25 33 37 45 89 103 105 109
24,50 63 59,11 24 50 59 63 69 97
72,3 5 102,3 5 10 40 52 72 74 81 84 98 102 107
108,22 77 111,7 8 21 22 51 68 77 78 108 111
105,45 109 33,1 25 33 37 45 89 103 105 109
99,38 14 85,12 14 18 26 31 34 38 43 54 61 71 85 99
28,83 88 73,28 46 49 53 58 67 73 83 88 114
14,31 34 71,12 14 18 26 31 34 38 43 54 61 71 85 99
4,93 23 104,0 4 9 16 23 41 93 104
69,59 63 24,11 24 50 59 63 69 97
66,86 112 48,44 48 57 66 75 86 91 92 110 112
102,10 74 3,3 5 10 40 52 72 74 81 84 98 102 107
42,90 80 36,36 42 80 82 90
63,24 69 59,11 24 50 59 63 69 97
108,111 21 77,7 8 21 22 51 68 77 78 108 111
88,49 58 46,28 46 49 53 58 67 73 83 88 114
58,53 88 73,28 46 49 53 58 67 73 83 88 114
82,80 42 90,36 42 80 82 90
46,83 73 88,28 46 49 53 58 67 73 83 88 114
70,20 113 62,17 20 27 56 62 65 70 76 87 95 96 113
69,24 59 11,11 24 50 59 63 69 97
92,91 44 75,44 48 57 66 75 86 91 92 110 112
95,113 76 65,17 20 27 56 62 65 70 76 87 95 96 113
33,25 103 45,1 25 33 37 45 89 103 105 109
95,62 76 113,17 20 27 56 62 65 70 76 87 95 96 113
72,81 102 98,3 5 10 40 52 72 74 81 84 98 102 107
98,10 52 3,3 5 10 40 52 72 74 81 84 98 102 107
13,32 100 47,2 6 13 15 32 39 47 60 64 100 106
20,56 27 87,17 20 27 56 62 65 70 76 87 95 96 113
104,9 4 93,0 4 9 16 23 41 93 104
11,59 97 24,11 24 50 59 63 69 97
82,80 36 42,36 42 80 82 90
103,37 89 25,1 25 33 37 45 89 103 105 109
71,61 26 31,12 14 18 26 31 34 38 43 54 61 71 85 99
46,83 53 49,28 46 49 53 58 67 73 83 88 114
14,71 85 43,12 14 18 26 31 34 38 43 54 61 71 85 99
24,50 59 11,11 24 50 59 63 69 97
47,15 64 2,2 6 13 15 32 39 47 60 64 100 106
25,1 33 103,1 25 33 37 45 89 103 105 109
35,79 29 101,19 29 30 35 55 79 94 101
61,38 14 12,12 14 18 26 31 34 38 43 54 61 71 85 99
16,0 41 4,0 4 9 16 23 41 93 104
55,35 30 94,19 29 30 35 55 79 94 101
11,59 63 69,11 24 50 59 63 69 97
79,30 29 101,19 29 30 35 55 79 94 101
107,84 98 3,3 5 10 40 52 72 74 81 84 98 102 107
54,31 38 43,12 14 18 26 31 34 38 43 54 61 71 85 99
28,114 73 58,28 46 49 53 58 67 73 83 88 114
113,27 65 20,17 20 27 56 62 65 70 76 87 95 96 113
93,4 104 9,0 4 9 16 23 41 93 104
114,49 28 46,28 46 49 53 58 67 73 83 88 114
110,92 44 112,44 48 57 66 75 86 91 92 110 112
25,109 1 37,1 25 33 37 45 89 103 105 109
81,72 107 98,3 5 10 40 52 72 74 81 84 98 102 107
111,8 68 108,7 8 21 22 51 68 77 78 108 111
84,10 40 52,3 5 10 40 52 72 74 81 84 98 102 107
25,109 105 103,1 25 33 37 45 89 103 105 109
77,7 68 78,7 8 21 22 51 68 77 78 108 111
110,44 75 86,44 48 57 66 75 86 91 92 110 112
36,90 42 80,36 42 80 82 90
34,12 26 85,12 14 18 26 31 34 38 43 54 61 71 85 99
95,113 76 87,17 20 27 56 62 65 70 76 87 95 96 113
84,98 102 74,3 5 10 40 52 72 74 81 84 98 102 107
108,68 7 78,7 8 21 22 51 68 77 78 108 111
60,100 32 13,2 6 13 15 32 39 47 60 64 100 106
23,93 104 41,0 4 9 16 23 41 93 104
57,92 86 75,44 48 57 66 75 86 91 92 110 112
43,54 26 85,12 14 18 26 31 34 38 43 54 61 71 85 99
90,80 82 36,36 42 80 82 90
18,71 34 99,12 14 18 26 31 34 38 43 54 61 71 85 99
16,104 4 93,0 4 9 16 23 41 93 104
47,13 15 60,2 6 13 15 32 39 47 60 64 100 106
10,84 81 98,3 5 10 40 52 72 74 81 84 98 102 107
28,114 49 53,28 46 49 53 58 67 73 83 88 114
52,74 81 3,3 5 10 40 52 72 74 81 84 98 102 107
87,17 27 113,17 20 27 56 62 65 70 76 87 95 96 113
31,18 34 61,12 14 18 26 31 34 38 43 54 61 71 85 99
114,28 58 67,28 46 49 53 58 67 73 83 88 114
9,16 93 23,0 4 9 16 23 41 93 104
4,16 9 23,0 4 9 16 23 41 93 104
11,97 69 63,11 24 50 59 63 69 97
110,57 75 44,44 48 57 66 75 86 91 92 110 112
61,43 14 12,12 14 18 26 31 34 38 43 54 61 71 85 99
36,42 90 82,36 42 80 82 90
59,97 69 50,11 24 50 59 63 69 97
78,21 108 51,7 8 21 22 51 68 77 78 108 111
13,2 64 47,2 6 13 15 32 39 47 60 64 100 106
2,6 47 13,2 6 13 15 32 39 47 60 64 100 106
98,52 10 40,3 5 10 40 52 72 74 81 84 98 102 107
101,94 19 35,19 29 30 35 55 79 94 101
111,78 68 21,7 8 21 22 51 68 77 78 108 111
56,76 20 70,17 20 27 56 62 65 70 76 87 95 96 113
36,82 80 90,36 42 80 82 90
37,45 89 105,1 25 33 37 45 89 103 105 109
42,90 80 36,36 42 80 82 90
6,2 47 60,2 6 13 15 32 39 47 60 64 100 106
75,91 110 112,44 48 57 66 75 86 91 92 110 112
35,101 30 29,19 29 30 35 55 79 94 101
101,29 55 30,19 29 30 35 55 79 94 101
39,60 32 106,2 6 13 15 32 39 47 60 64 100 106
83,46 88 53,28 46 49 53 58 67 73 83 88 114
31,18 54 26,12 14 18 26 31 34 38 43 54 61 71 85 99
60,47 6 100,2 6 13 15 32 39 47 60 64 100 106
36,80 90 82,36 42 80 82 90
94,79 30 19,19 29 30 35 55 79 94 101
1,45 105 37,1 25 33 37 45 89 103 105 109
34,31 85 12,12 14 18 26 31 34 38 43 54 61 71 85 99
93,23 0 16,0 4 9 16 23 41 93 104
0,104 9 23,0 4 9 16 23 41 93 104
30,35 55 29,19 29 30 35 55 79 94 101
0,4 23 41,0 4 9 16 23 41 93 104
90,80 42 36,36 42 80 82 90
69,24 50 11,11 24 50 59 63 69 97
19,101 29 94,19 29 30 35 55 79 94 101
48,75 57 110,44 48 57 66 75 86 91 92 110 112
8,22 78 51,7 8 21 22 51 68 77 78 108 111
42,36 82 80,36 42 80 82 90
86,48 44 92,44 48 57 66 75 86 91 92 110 112
8,108 51 22,7 8 21 22 51 68 77 78 108 111
10,107 74 98,3 5 10 40 52 72 74 81 84 98 102 107
37,105 33 109,1 25 33 37 45 89 103 105 109
111,108 68 21,7 8 21 22 51 68 77 78 108 111
109,45 105 1,1 25 33 37 45 89 103 105 109
40,102 10 84,3 5 10 40 52 72 74 81 84 98 102 107
42,90 36 82,36 42 80 82 90
25,33 37 109,1 25 33 37 45 89 103 105 109
75,44 110 91,44 48 57 66 75 86 91 92 110 112
90,42 80 82,36 42 80 82 90
93,4 16 9,0 4 9 16 23 41 93 104
0,4 41 9,0 4 9 16 23 41 93 104
55,29 79 101,19 29 30 35 55 79 94 101
109,105 25 33,1 25 33 37 45 89 103 105 109
23,41 93 0,0 4 9 16 23 41 93 104
52,81 40 3,3 5 10 40 52 72 74 81 84 98 102 107
114,58 46 28,28 46 49 53 58 67 73 83 88 114
69,11 24 59,11 24 50 59 63 69 97
67,88 53 28,28 46 49 53 58 67 73 83 88 114
43,12 54 14,12 14 18 26 31 34 38 43 54 61 71 85 99
13,106 15 32,2 6 13 15 32 39 47 60 64 100 106
110,91 66 86,44 48 57 66 75 86 91 92 110 112
110,48 66 44,44 48 57 66 75 86 91 92 110 112
59,50 97 63,11 24 50 59 63 69 97
18,85 26 61,12 14 18 26 31 34 38 43 54 61 71 85 99
28,83 88 46,28 46 49 53 58 67 73 83 88 114
32,60 2 100,2 6 13 15 32 39 47 60 64 100 106
24,50 69 59,11 24 50 59 63 69 97
17,76 20 65,17 20 27 56 62 65 70 76 87 95 96 113
23,0 16 93,0 4 9 16 23 41 93 104
107,84 102 74,3 5 10 40 52 72 74 81 84 98 102 107
49,114 53 28,28 46 49 53 58 67 73 83 88 114
103,89 1 45,1 25 33 37 45 89 103 105 109
86,48 110 66,44 48 57 66 75 86 91 92 110 112
36,80 82 90,36 42 80 82 90
23,9 41 4,0 4 9 16 23 41 93 104
11,69 59 97,11 24 50 59 63 69 97
81,72 98 84,3 5 10 40 52 72 74 81 84 98 102 107
104,93 0 9,0 4 9 16 23 41 93 104
20,70 17 87,17 20 27 56 62 65 70 76 87 95 96 113
58,49 46 53,28 46 49 53 58 67 73 83 88 114
113,56 20 62,17 20 27 56 62 65 70 76 87 95 96 113
0,23 9 104,0 4 9 16 23 41 93 104
35,29 19 94,19 29 30 35 55 79 94 101
51,7 111 21,7 8 21 22 51 68 77 78 108 111
36,80 82 90,36 42 80 82 90
23,4 104 0,0 4 9 16 23 41 93 104
97,50 59 63,11 24 50 59 63 69 97
100,2 47 106,2 6 13 15 32 39 47 60 64 100 106
30,19 29 35,19 29 30 35 55 79 94 101
112,48 92 91,44 48 57 66 75 86 91 92 110 112
107,52 74 72,3 5 10 40 52 72 74 81 84 98 102 107
94,35 29 30,19 29 30 35 55 79 94 101
23,104 16 41,0 4 9 16 23 41 93 104
89,45 103 33,1 25 33 37 45 89 103 105 109
9,41 23 0,0 4 9 16 23 41 93 104
106,6 60 2,2 6 13 15 32 39 47 60 64 100 106
94,19 101 30,19 29 30 35 55 79 94 101
80,36 42 90,36 42 80 82 90
3,72 5 74,3 5 10 40 52 72 74 81 84 98 102 107
93,16 0 23,0 4 9 16 23 41 93 104
30,94 19 55,19 29 30 35 55 79 94 101
22,51 111 77,7 8 21 22 51 68 77 78 108 111
93,23 0 16,0 4 9 16 23 41 93 104
19,35 30 101,19 29 30 35 55 79 94 101
8,111 7 77,7 8 21 22 51 68 77 78 108 111
42,80 82 90,36 42 80 82 90
84,74 5 40,3 5 10 40 52 72 74 81 84 98 102 107
107,40 5 52,3 5 10 40 52 72 74 81 84 98 102 107
22,78 7 8,7 8 21 22 51 68 77 78 108 111
80,42 90 82,36 42 80 82 90
32,106 64 15,2 6 13 15 32 39 47 60 64 100 106
59,97 50 63,11 24 50 59 63 69 97
70,17 87 56,17 20 27 56 62 65 70 76 87 95 96 113
82,90 80 36,36 42 80 82 90
0,4 23 41,0 4 9 16 23 41 93 104
53,88 114 73,28 46 49 53 58 67 73 83 88 114
105,109 89 103,1 25 33 37 45 89 103 105 109
24,50 97 63,11 24 50 59 63 69 97
51,108 22 77,7 8 21 22 51 68 77 78 108 111
68,8 22 77,7 8 21 22 51 68 77 78 108 111
49,67 28 83,28 46 49 53 58 67 73 83 88 114
81,40 107 3,3 5 10 40 52 72 74 81 84 98 102 107
107,102 98 81,3 5 10 40 52 72 74 81 84 98 102 107
109,89 45 1,1 25 33 37 45 89 103 105 109
50,69 11 24,11 24 50 59 63 69 97
77,51 7 21,7 8 21 22 51 68 77 78 108 111
71,61 18 99,12 14 18 26 31 34 38 43 54 61 71 85 99
102,52 10 40,3 5 10 40 52 72 74 81 84 98 102 107
0,16 93 104,0 4 9 16 23 41 93 104
105,103 33 1,1 25 33 37 45 89 103 105 109
21,7 77 108,7 8 21 22 51 68 77 78 108 111
110,66 57 48,44 48 57 66 75 86 91 92 110 112
29,35 79 55,19 29 30 35 55 79 94 101
19,101 35 55,19 29 30 35 55 79 94 101
89,103 25 105,1 25 33 37 45 89 103 105 109
111,8 22 51,7 8 21 22 51 68 77 78 108 111
17,56 65 20,17 20 27 56 62 65 70 76 87 95 96 113
68,78 22 7,7 8 21 22 51 68 77 78 108 111
29,30 55 79,19 29 30 35 55 79 94 101
73,46 49 28,28 46 49 53 58 67 73 83 88 114
89,105 37 103,1 25 33 37 45 89 103 105 109
94,19 35 101,19 29 30 35 55 79 94 101
114,73 88 49,28 46 49 53 58 67 73 83 88 114
8,77 21 78,7 8 21 22 51 68 77 78 108 111
44,91 66 92,44 48 57 66 75 86 91 92 110 112
51,8 78 7,7 8 21 22 51 68 77 78 108 111
80,42 90 82,36 42 80 82 90
28,114 83 53,28 46 49 53 58 67 73 83 88 114
68,51 108 22,7 8 21 22 51 68 77 78 108 111
73,49 114 53,28 46 49 53 58 67 73 83 88 114
93,23 0 4,0 4 9 16 23 41 93 104
44,110 66 91,44 48 57 66 75 86 91 92 110 112
61,71 26 18,12 14 18 26 31 34 38 43 54 61 71 85 99
60,32 64 39,2 6 13 15 32 39 47 60 64 100 106
82,36 90 80,36 42 80 82 90
14,99 85 61,12 14 18 26 31 34 38 43 54 61 71 85 99
88,83 49 28,28 46 49 53 58 67 73 83 88 114
69,63 24 97,11 24 50 59 63 69 97
45,89 25 1,1 25 33 37 45 89 103 105 109
101,55 94 35,19 29 30 35 55 79 94 101
65,56 96 70,17 20 27 56 62 65 70 76 87 95 96 113
65,27 96 17,17 20 27 56 62 65 70 76 87 95 96 113
3,10 40 98,3 5 10 40 52 72 74 81 84 98 102 107
80,90 42 82,36 42 80 82 90
22,21 8 68,7 8 21 22 51 68 77 78 108 111
7,21 51 77,7 8 21 22 51 68 77 78 108 111
16,23 93 4,0 4 9 16 23 41 93 104
73,46 28 83,28 46 49 53 58 67 73 83 88 114
12,34 85 31,12 14 18 26 31 34 38 43 54 61 71 85 99
106,60 47 15,2 6 13 15 32 39 47 60 64 100 106
82,90 80 36,36 42 80 82 90
90,42 80 36,36 42 80 82 90
29,79 19 94,19 29 30 35 55 79 94 101
42,80 82 36,36 42 80 82 90
41,93 4 23,0 4 9 16 23 41 93 104
41,0 23 9,0 4 9 16 23 41 93 104
9,104 41 16,0 4 9 16 23 41 93 104
35,19 55 29,19 29 30 35 55 79 94 101
23,16 0 4,0 4 9 16 23 41 93 104
68,51 78 8,7 8 21 22 51 68 77 78 108 111
114,49 67 73,28 46 49 53 58 67 73 83 88 114
99,38 43 14,12 14 18 26 31 34 38 43 54 61 71 85 99
42,80 82 90,36 42 80 82 90
63,69 97 50,11 24 50 59 63 69 97
0,4 9 16,0 4 9 16 23 41 93 104
22,77 108 21,7 8 21 22 51 68 77 78 108 111
70,20 87 113,17 20 27 56 62 65 70 76 87 95 96 113
25,109 1 105,1 25 33 37 45 89 103 105 109
33,103 25 37,1 25 33 37 45 89 103 105 109
106,2 6 64,2 6 13 15 32 39 47 60 64 100 106
99,26 61 12,12 14 18 26 31 34 38 43 54 61 71 85 99
114,53 58 67,28 46 49 53 58 67 73 83 88 114
46,88 53 67,28 46 49 53 58 67 73 83 88 114
73,58 83 49,28 46 49 53 58 67 73 83 88 114
109,25 1 45,1 25 33 37 45 89 103 105 109
8,68 78 111,7 8 21 22 51 68 77 78 108 111
101,55 29 19,19 29 30 35 55 79 94 101
104,41 4 93,0 4 9 16 23 41 93 104
103,45 1 105,1 25 33 37 45 89 103 105 109
83,53 58 46,28 46 49 53 58 67 73 83 88 114
53,58 73 49,28 46 49 53 58 67 73 83 88 114
38,43 61 26,12 14 18 26 31 34 38 43 54 61 71 85 99
106,64 13 39,2 6 13 15 32 39 47 60 64 100 106
56,70 76 62,17 20 27 56 62 65 70 76 87 95 96 113
99,26 38 71,12 14 18 26 31 34 38 43 54 61 71 85 99
19,94 29 30,19 29 30 35 55 79 94 101
6,2 47 100,2 6 13 15 32 39 47 60 64 100 106
20,62 76 95,17 20 27 56 62 65 70 76 87 95 96 113
45,105 1 89,1 25 33 37 45 89 103 105 109
81,102 74 52,3 5 10 40 52 72 74 81 84 98 102 107
104,23 93 16,0 4 9 16 23 41 93 104
86,91 112 44,44 48 57 66 75 86 91 92 110 112
110,86 48 92,44 48 57 66 75 86 91 92 110 112
64,100 60 47,2 6 13 15 32 39 47 60 64 100 106
19,55 29 79,19 29 30 35 55 79 94 101
24,69 11 59,11 24 50 59 63 69 97
113,27 65 56,17 20 27 56 62 65 70 76 87 95 96 113
60,106 13 64,2 6 13 15 32 39 47 60 64 100 106
110,91 75 48,44 48 57 66 75 86 91 92 110 112
29,94 79 35,19 29 30 35 55 79 94 101
69,50 11 24,11 24 50 59 63 69 97
104,9 0 93,0 4 9 16 23 41 93 104
93,104 16 23,0 4 9 16 23 41 93 104
77,7 68 51,7 8 21 22 51 68 77 78 108 111
1,37 25 33,1 25 33 37 45 89 103 105 109
21,8 7 111,7 8 21 22 51 68 77 78 108 111
73,67 46 58,28 46 49 53 58 67 73 83 88 114
21,51 77 108,7 8 21 22 51 68 77 78 108 111
36,42 80 90,36 42 80 82 90
8,78 7 22,7 8 21 22 51 68 77 78 108 111
95,27 76 70,17 20 27 56 62 65 70 76 87 95 96 113
72,3 102 52,3 5 10 40 52 72 74 81 84 98 102 107
91,110 112 48,44 48 57 66 75 86 91 92 110 112
12,38 99 31,12 14 18 26 31 34 38 43 54 61 71 85 99
20,113 65 56,17 20 27 56 62 65 70 76 87 95 96 113
32,100 64 60,2 6 13 15 32 39 47 60 64 100 106
104,41 4 16,0 4 9 16 23 41 93 104
87,20 76 95,17 20 27 56 62 65 70 76 87 95 96 113
94,101 55 29,19 29 30 35 55 79 94 101
76,62 65 17,17 20 27 56 62 65 70 76 87 95 96 113
0,4 104 9,0 4 9 16 23 41 93 104
98,52 74 3,3 5 10 40 52 72 74 81 84 98 102 107
100,106 32 15,2 6 13 15 32 39 47 60 64 100 106
88,73 28 83,28 46 49 53 58 67 73 83 88 114
16,23 41 0,0 4 9 16 23 41 93 104
36,80 82 42,36 42 80 82 90
88,46 83 49,28 46 49 53 58 67 73 83 88 114
53,114 49 28,28 46 49 53 58 67 73 83 88 114
66,112 91 110,44 48 57 66 75 86 91 92 110 112
37,89 105 1,1 25 33 37 45 89 103 105 109
